dept_code,admission_year,requirement_group,target_grade_level,required_count,requirement_text,is_alert_required,logic_operator,course_code,recommended_course
MATH_DS,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN2053,
MATH_DS,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0064,
MATH_DS,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,MAT1002,
MATH_DS,,,,,,,,,일반물리학1
MATH_DS,,,,,,,,,미분적분학1
MATH_DS,,,,,,,,,미분적분학2
SEMI,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0063,
SEMI,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN2052,
SEMI,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN2053,
SEMI,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0064,
SEMI,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0066,
SEMI,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0063,
SEMI,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN2052,
SEMI,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN2053,
SEMI,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0064,
SEMI,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0066,
SEMI,,,,,,,,,일반물리학1
SEMI,,,,,,,,,미분적분학1
SEMI,,,,,,,,,미분적분학2
SEMI_MAT,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN0063,
SEMI_MAT,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN2052,
SEMI_MAT,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN2053,
SEMI_MAT,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN0064,
SEMI_MAT,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN0066,
SEMI_MAT,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN0063,
SEMI_MAT,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN2052,
SEMI_MAT,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN2053,
SEMI_MAT,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN0064,
SEMI_MAT,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN0066,
SEMI_MAT,,,,,,,,,일반물리학1
SEMI_MAT,,,,,,,,,미분적분학1
SEMI_MAT,,,,,,,,,미분적분학2
SEMI_DISP,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN0063,
SEMI_DISP,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN2052,
SEMI_DISP,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN2053,
SEMI_DISP,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN0064,
SEMI_DISP,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN0066,
SEMI_DISP,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN0063,
SEMI_DISP,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN2052,
SEMI_DISP,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN2053,
SEMI_DISP,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN0064,
SEMI_DISP,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 차세대반도체융합공학부),True,AND,GEN0066,
SEMI_DISP,,,,,,,,,일반물리학1
SEMI_DISP,,,,,,,,,미분적분학1
SEMI_DISP,,,,,,,,,미분적분학2
BIO,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN2053,
BIO,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0068,
BIO,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0069,
BIO,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0070,
BIO,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0071,
BIO,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN2053,
BIO,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0068,
BIO,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0069,
BIO,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0070,
BIO,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0071,
BIO,,,,,,,,,미분적분학2
BIO,,,,,,,,,일반화학1
BIO,,,,,,,,,일반화학2
BIO_NANO,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 바이오신약융합학부),True,AND,GEN2053,
BIO_NANO,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 바이오신약융합학부),True,AND,GEN0068,
BIO_NANO,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 바이오신약융합학부),True,AND,GEN0069,
BIO_NANO,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 바이오신약융합학부),True,AND,GEN0070,
BIO_NANO,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 바이오신약융합학부),True,AND,GEN0071,
BIO_NANO,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 바이오신약융합학부),True,AND,GEN2053,
BIO_NANO,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 바이오신약융합학부),True,AND,GEN0068,
BIO_NANO,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 바이오신약융합학부),True,AND,GEN0069,
BIO_NANO,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 바이오신약융합학부),True,AND,GEN0070,
BIO_NANO,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 바이오신약융합학부),True,AND,GEN0071,
DEFENSE,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0063,
DEFENSE,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN2053,
DEFENSE,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0064,
DEFENSE,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0066,
DEFENSE,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0067,
DEFENSE,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0063,
DEFENSE,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN2053,
DEFENSE,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0064,
DEFENSE,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0066,
DEFENSE,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0067,
DEFENSE,,,,,,,,,일반물리학1
DEFENSE,,,,,,,,,미분적분학2
DEFENSE,,,,,,,,,일반물리학2
DEFENSE_QI,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 국방지능정보융합학부),True,AND,GEN0063,
DEFENSE_QI,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 국방지능정보융합학부),True,AND,GEN2053,
DEFENSE_QI,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 국방지능정보융합학부),True,AND,GEN0064,
DEFENSE_QI,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 국방지능정보융합학부),True,AND,GEN0066,
DEFENSE_QI,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 국방지능정보융합학부),True,AND,GEN0067,
DEFENSE_QI,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 국방지능정보융합학부),True,AND,GEN0063,
DEFENSE_QI,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 국방지능정보융합학부),True,AND,GEN2053,
DEFENSE_QI,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 국방지능정보융합학부),True,AND,GEN0064,
DEFENSE_QI,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 국방지능정보융합학부),True,AND,GEN0066,
DEFENSE_QI,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수 (교육과정 차용: 국방지능정보융합학부),True,AND,GEN0067,
DEFENSE_QI,,,,,,,,,일반물리학1
DEFENSE_QI,,,,,,,,,미분적분학2
DEFENSE_QI,,,,,,,,,일반물리학2
BUS,2026.0,1.0,A,1.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0059,
BUS,2026.0,1.0,A,1.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0044,
BUS,2026.0,1.0,A,1.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,BUS1010,
BUS,2026.0,1.0,A,1.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,BUS1005,
BUS,2026.0,2.0,B,2.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0059,
BUS,2026.0,2.0,B,2.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0044,
BUS,2026.0,2.0,B,2.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,BUS1010,
BUS,2026.0,2.0,B,2.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,BUS1005,
ECON,2026.0,1.0,A,1.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0059,
ECON,2026.0,1.0,A,1.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0060,
ECON,2026.0,1.0,A,1.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0044,
ECON,2026.0,1.0,A,1.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ECO1002,
ECON,2026.0,2.0,B,2.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0059,
ECON,2026.0,2.0,B,2.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0060,
ECON,2026.0,2.0,B,2.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GEN0044,
ECON,2026.0,2.0,B,2.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ECO1002,
ECON,,,,,,,,,경제원론1
ECON,,,,,,,,,경제원론2
ECON,,,,,,,,,경영학원론
ACTU,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,BUS1010,
ACTU,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ACT1005,
ACTU,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ACT1003,
ACTU,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ACT1004,
ACTU,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ACT1006,
ACTU,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,BUS1010,
ACTU,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ACT1005,
ACTU,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ACT1003,
ACTU,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ACT1004,
ACTU,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ACT1006,
ACTU,,,,,,,,,회계정보의이해
ACTU,,,,,,,,,미적분학1
ACTU,,,,,,,,,계리프로그래밍
MEDIA,2026.0,1.0,A,1.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,JMC1008,
MEDIA,2026.0,1.0,A,1.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,JMC2000,
MEDIA,2026.0,1.0,A,1.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,JMC2030,
MEDIA,2026.0,1.0,A,1.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,JOU3066,
MEDIA,2026.0,2.0,B,2.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,JMC1008,
MEDIA,2026.0,2.0,B,2.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,JMC2000,
MEDIA,2026.0,2.0,B,2.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,JMC2030,
MEDIA,2026.0,2.0,B,2.0,[더미] 아래 4개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,JOU3066,
CONTENT,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DCC2001,
CONTENT,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DCC1011,
CONTENT,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DCC1010,
CONTENT,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DCC2017,
CONTENT,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DCC1007,
CONTENT,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DCC2001,
CONTENT,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DCC1011,
CONTENT,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DCC1010,
CONTENT,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DCC2017,
CONTENT,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DCC1007,
ANTHRO,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ANT1062,
ANTHRO,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ANT1059,
ANTHRO,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ANT1060,
ANTHRO,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ANT1061,
ANTHRO,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ANT2026,
ANTHRO,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ANT1062,
ANTHRO,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ANT1059,
ANTHRO,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ANT1060,
ANTHRO,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ANT1061,
ANTHRO,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,ANT2026,
ANTHRO,,,,,,,,,이주시대세계문화의이해
ANTHRO,,,,,,,,,AI시대인류학의도전
ANTHRO,,,,,,,,,무형유산과한국학의이해
GLOBAL,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GCT1002,
GLOBAL,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GCT1007,
GLOBAL,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GCT1001,
GLOBAL,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GCT1003,
GLOBAL,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GCT1004,
GLOBAL,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GCT1002,
GLOBAL,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GCT1007,
GLOBAL,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GCT1001,
GLOBAL,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GCT1003,
GLOBAL,2026.0,2.0,B,2.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,GCT1004,
GLOBAL,,,,,,,,,글로벌트랜드탐색
GLOBAL,,,,,,,,,글로벌통상의이해
GLOBAL,,,,,,,,,K-컬쳐와글로벌한국학문화연구기초
DESIGN_DIV,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DES1004,
DESIGN_DIV,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DES1002,
DESIGN_DIV,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DES1001,
DESIGN_DIV,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DES1003,
DESIGN_DIV,2026.0,1.0,A,1.0,[더미] 아래 5개 과목 중 성적 B(3.0) 이상 2과목 또는 A(4.0) 이상 1과목 필수,True,AND,DES1005,
